,location_population,friends_number,sex,education,dob,daily_commute,In relationship,Married,Married with kids,Single,Mastercard,Revolut,Visa,Gym,Squash,Bodybuilding,Rowing,Cardio,Weightlifting,Badminton,Crossfit,Fitness,Stretching,Power bike,Kettleballs
294,13740,316,1.0,5.0,55.0,75.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
295,4147,308,1.0,4.0,46.14666666666667,49.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
296,352313,259,1.0,1.0,35.0,24.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,403883,302,0.0,4.0,42.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,80072,150,1.0,5.0,62.0,59.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,17539,0,0.0,4.0,30.0,72.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
301,47387,245,0.0,4.0,36.0,74.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
302,57671,184,1.0,5.0,23.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
303,1764615,384,1.0,4.0,44.0,66.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
304,214566,273,1.0,3.0,44.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305,30955,246,1.0,5.0,61.0,62.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,767348,171,1.0,3.0,40.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,181309,139,0.0,3.0,43.566502463054185,87.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,57545,177,1.0,3.0,57.0,49.454054054054055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,7855,54,1.0,3.0,37.0,72.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,13793,193,0.0,5.0,41.0,17.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
311,224376,69,1.0,4.0,58.0,17.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,464254,200,0.0,2.0,43.69859813084112,79.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
313,109021,115,1.0,5.0,86.0,51.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,7873,12,0.0,5.0,48.0,37.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,352313,181,0.0,3.0,43.69859813084112,26.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
318,31653,254,0.0,4.0,47.0,34.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,30739,203,0.0,5.0,23.0,62.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
320,690422,189,0.0,4.0,47.0,38.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
321,72892,230,0.0,4.0,24.0,21.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,7472,171,1.0,4.0,31.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
324,74834,40,1.0,3.0,51.0,48.4750830564784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,138578,116,0.0,4.0,23.0,55.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
327,12439,92,1.0,4.0,59.0,88.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
328,39732,173,0.0,3.0,29.0,49.67351598173516,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
329,36790,335,1.0,6.0,55.0,95.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332,73791,172,0.0,4.0,45.0,99.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,1764615,130,1.0,4.0,45.672,54.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,1764615,178,1.0,4.0,61.0,93.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,101625,136,0.0,6.0,44.0,37.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,30279,167,0.0,1.0,37.0,96.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
337,67523,241,1.0,3.0,45.29807692307692,79.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,120787,205,1.0,1.0,50.0,69.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,13851,178,0.0,4.0,32.0,52.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,68943,181,0.0,4.0,43.69859813084112,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,11265,183,0.0,3.0,32.0,52.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
342,339850,212,1.0,4.0,41.0,82.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,202562,159,0.0,4.0,58.0,81.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,690422,274,1.0,5.0,53.0,84.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
346,100324,220,1.0,4.0,23.0,15.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
347,202562,285,1.0,3.0,48.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,173070,167,0.0,4.0,30.0,33.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
349,120895,246,0.0,4.0,50.0,31.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,42374,87,1.0,1.0,30.0,26.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,38553,244,1.0,5.0,30.0,94.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,246306,103,1.0,5.0,33.0,25.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
354,91465,27,0.0,4.0,49.0,50.8388625592417,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
355,69852,138,1.0,3.0,59.0,30.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,111752,103,0.0,4.0,51.0,91.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,38594,152,1.0,5.0,45.672,58.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
358,464254,191,1.0,4.0,55.0,66.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,297288,63,0.0,3.0,52.0,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,296262,226,1.0,4.0,36.0,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,690422,328,1.0,5.0,62.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,767348,100,1.0,5.0,49.0,50.70429252782194,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
364,168394,184,1.0,4.0,51.0,58.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
366,63333,146,1.0,4.0,57.0,56.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
367,31243,247,1.0,6.0,53.0,42.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
369,17762,212,1.0,3.0,52.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,37980,363,1.0,2.0,26.0,98.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
371,15709,79,1.0,3.0,46.14666666666667,41.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,14942,184,0.0,4.0,37.0,49.32786885245902,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,403883,222,1.0,5.0,49.0,48.4750830564784,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
374,92090,136,0.0,3.0,53.0,26.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,352313,219,1.0,2.0,24.0,89.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
377,139819,348,1.0,6.0,36.0,41.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
378,24368,330,0.0,3.0,52.0,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
379,24325,223,0.0,4.0,23.0,9.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
380,36110,207,0.0,4.0,34.0,53.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
381,224376,619,1.0,4.0,60.0,56.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,202562,210,0.0,5.0,27.0,27.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
383,171505,321,0.0,2.0,69.0,43.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,91465,370,1.0,4.0,41.0,62.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
385,6002,209,1.0,1.0,55.0,39.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
387,80072,215,0.0,4.0,30.0,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,202562,190,0.0,2.0,32.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
389,3792,197,1.0,3.0,45.672,61.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390,14422,188,1.0,4.0,46.0,71.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,767348,85,0.0,3.0,28.0,59.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,61237,271,1.0,4.0,43.0,50.70429252782194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
393,1764615,98,1.0,1.0,46.0,49.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
394,55652,55,0.0,5.0,41.0,94.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,101625,179,0.0,3.0,35.0,48.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396,297288,289,1.0,4.0,68.0,50.70429252782194,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
397,22455,122,1.0,4.0,34.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
398,56690,154,1.0,3.0,41.0,74.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,15709,262,1.0,4.0,32.0,95.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,17484,134,0.0,6.0,75.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
403,61661,160,1.0,5.0,40.0,49.454054054054055,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,352313,376,1.0,3.0,60.0,34.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,538633,133,1.0,4.0,40.0,49.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,9139,252,0.0,4.0,52.0,87.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
410,538633,134,0.0,4.0,24.0,43.859375,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
412,11293,338,0.0,4.0,80.0,61.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
413,638586,157,1.0,3.0,46.14666666666667,22.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,7982,136,0.0,6.0,30.0,56.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
415,68943,206,1.0,2.0,32.0,83.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,55652,361,0.0,6.0,59.0,49.67351598173516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
417,196804,222,1.0,4.0,57.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,296262,239,0.0,4.0,44.0,91.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
421,767348,227,1.0,4.0,47.0,44.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
423,638586,23,0.0,5.0,62.0,81.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
424,30279,293,0.0,2.0,37.0,94.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
425,35795,27,1.0,2.0,44.0,44.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,61903,309,1.0,4.0,26.0,94.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,297288,308,1.0,3.0,35.0,37.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,22173,243,1.0,3.0,35.0,52.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,91465,174,1.0,4.0,44.38461538461539,40.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
432,403883,251,1.0,6.0,39.0,86.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
434,34821,3,1.0,4.0,81.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,30207,136,1.0,5.0,68.0,48.4750830564784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,767348,103,1.0,4.0,34.0,6.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
437,168394,279,0.0,3.0,38.0,84.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
438,22049,214,0.0,4.0,23.0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440,4488,168,0.0,4.0,40.0,70.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
441,690422,95,1.0,2.0,41.0,45.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,1764615,255,1.0,4.0,40.0,29.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
445,72892,265,1.0,5.0,59.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,16983,216,1.0,4.0,37.0,61.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
447,10012,154,1.0,4.0,64.0,43.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
448,63238,179,1.0,3.0,44.38461538461539,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,46409,354,0.0,4.0,24.0,22.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,297288,206,0.0,4.0,57.0,49.67351598173516,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
451,3679,79,1.0,4.0,34.0,31.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
452,538633,201,0.0,2.0,44.59375,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
453,767348,170,0.0,4.0,27.0,58.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
454,27781,277,1.0,4.0,45.672,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,16398,270,0.0,5.0,26.0,55.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,21954,271,1.0,4.0,45.672,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,128211,108,0.0,4.0,26.0,49.67351598173516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,403883,98,0.0,6.0,101.0,40.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
459,13573,114,1.0,6.0,28.0,96.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
460,538633,148,1.0,2.0,56.0,43.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,31560,146,1.0,5.0,43.0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
462,63092,146,1.0,4.0,68.0,96.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
463,8127,321,1.0,4.0,46.0,49.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
464,1764615,147,1.0,5.0,59.0,50.70429252782194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,9400,67,1.0,3.0,73.0,50.70429252782194,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
466,767348,257,0.0,4.0,67.0,71.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,120787,165,1.0,4.0,63.0,99.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
468,24368,231,1.0,2.0,49.0,51.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
469,767348,195,0.0,4.0,34.0,66.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
470,181309,317,1.0,4.0,24.0,81.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
471,121121,175,0.0,4.0,44.59375,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
472,638586,128,1.0,4.0,45.29807692307692,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,767348,70,1.0,4.0,53.0,88.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,403883,254,1.0,6.0,40.0,80.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
476,111752,348,1.0,4.0,47.0,89.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,11345,277,1.0,5.0,32.0,99.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,4375,393,1.0,4.0,40.0,46.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,89590,0,0.0,5.0,33.0,18.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480,35445,381,1.0,3.0,24.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
482,4421,234,1.0,3.0,42.0,50.70429252782194,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
484,2011,152,1.0,3.0,45.672,20.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
485,22227,108,1.0,4.0,60.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
486,767348,158,0.0,4.0,37.0,37.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,767348,109,1.0,2.0,51.0,16.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,95629,146,1.0,2.0,56.0,8.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
490,168394,217,1.0,3.0,36.0,82.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,1764615,163,1.0,4.0,38.0,92.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2120,127,0.0,4.0,29.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
494,1764615,191,0.0,4.0,31.0,50.8388625592417,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
496,25611,28,1.0,4.0,46.0,58.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,767348,188,1.0,3.0,38.0,14.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
498,296262,151,0.0,3.0,27.0,37.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
500,538633,190,0.0,5.0,34.0,18.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
501,189662,290,1.0,3.0,53.0,55.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
502,403883,264,0.0,4.0,61.0,49.67351598173516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,63333,221,0.0,4.0,49.0,49.32786885245902,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
504,638586,119,1.0,4.0,59.0,34.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,24325,234,0.0,2.0,38.0,88.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,46568,34,1.0,5.0,28.0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
508,124295,181,0.0,1.0,43.566502463054185,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,224376,305,0.0,6.0,61.0,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,296262,282,0.0,3.0,43.0,28.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
511,5155,95,1.0,6.0,55.0,35.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
512,1764615,0,1.0,5.0,51.0,82.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
514,1764615,332,1.0,4.0,45.672,50.70429252782194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
515,464254,101,1.0,4.0,35.0,49.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,65823,320,1.0,3.0,47.0,48.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
518,1764615,277,0.0,5.0,48.0,34.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
519,120895,100,0.0,5.0,52.0,49.67351598173516,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,297288,306,1.0,3.0,38.0,80.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
521,48114,197,0.0,3.0,46.0,40.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,69852,54,0.0,6.0,47.0,93.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,48632,294,1.0,4.0,35.0,66.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
524,690422,216,1.0,6.0,49.0,83.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525,61661,304,0.0,5.0,54.0,67.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
526,23863,123,0.0,1.0,63.0,67.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
527,30738,275,1.0,1.0,24.0,80.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,7096,459,0.0,3.0,39.0,63.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,638586,231,0.0,5.0,23.0,37.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
532,20919,214,1.0,4.0,38.0,78.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,139129,190,0.0,5.0,37.0,49.67351598173516,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
534,111752,37,1.0,5.0,37.0,37.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
537,5209,268,0.0,2.0,43.0,88.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
538,22049,212,0.0,2.0,45.26573426573427,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,202562,209,0.0,4.0,34.0,34.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
540,50385,113,0.0,4.0,79.0,8.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
541,72364,245,1.0,2.0,47.0,72.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
542,39937,86,1.0,3.0,58.0,41.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,2120,113,1.0,4.0,23.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
544,11482,239,0.0,4.0,49.0,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,48345,123,0.0,4.0,22.0,95.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546,339850,292,0.0,3.0,23.0,64.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
547,40423,167,1.0,5.0,42.0,92.0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
548,690422,134,0.0,4.0,61.0,49.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,214566,186,1.0,3.0,51.0,95.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
550,202562,126,0.0,2.0,50.0,57.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,10090,72,1.0,5.0,56.0,50.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552,1941,231,0.0,2.0,43.0,71.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
553,27311,301,1.0,3.0,24.0,29.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
555,11524,186,0.0,4.0,59.0,49.32786885245902,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
556,403883,288,0.0,3.0,63.0,47.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
557,69554,162,0.0,5.0,71.0,48.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,72364,164,0.0,5.0,65.0,78.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,128140,106,0.0,4.0,43.566502463054185,38.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
561,168394,258,0.0,5.0,61.0,52.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
562,22390,173,0.0,4.0,39.0,60.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
